ref_hash,obj
1232605060713570544_st,171004.73
1233658583417535945_sc,253519.08
1233658583417535945_st,55951.477
1234527712464722201_sc,246907.08
1234527712464722201_st,196747.77
1236618452781354742_sc,245634.06
1236618452781354742_st,117328.54
123979484119113285_sc,244307.16
123979484119113285_st,59529.88
1248297595627780685_sc,253818.27
1248297595627780685_st,108794.28
125102898244387791_sc,254050.88
125102898244387791_st,80231.16
1251678112439909237_sc,244416.67
1251678112439909237_st,66017.75
1251711610192393941_sc,134311.73
1251711610192393941_st,53564.555
1252375118134913744_sc,134311.73
1252375118134913744_st,74125.18
1253893505327217043_sc,134311.73
1253893505327217043_st,152016.86
1257211796115020351_sc,134311.73
1257211796115020351_st,175701.72
1260244248473048882_sc,245877.11
1260244248473048882_st,143273.92
1264022936299507076_sc,253026.08
1264022936299507076_st,93537.75
1265362887592424102_sc,134311.73
1265362887592424102_st,119847.75
126760379585103536_sc,254883.2
126760379585103536_st,165799.84
1268668663105484535_sc,134311.73
1268668663105484535_st,88412.266
1268988768599406958_sc,254613.69
1268988768599406958_st,227639.62
1269617022810318893_sc,243053.89
1269617022810318893_st,86832.34
12710129175666777_sc,255386.36
12710129175666777_st,97918.55
127181479361225903_sc,134311.73
127181479361225903_st,119847.75
1280782500667332514_sc,253144.08
1280782500667332514_st,86559.03
1281391375697256626_sc,134311.73
1281391375697256626_st,51882.125
1281554246271544540_sc,256107.38
1281554246271544540_st,183260.97
1283079572748604544_sc,245838.06
1283079572748604544_st,58982.48
1284329121151747079_sc,255002.7
1284329121151747079_st,119847.75
1286394024293955508_sc,254837.47
1286394024293955508_st,128346.63
12880076216702587_sc,246650.31
12880076216702587_st,4294.9897
1289461437081782083_sc,134311.73
1289461437081782083_st,8924.082
1293570292730365189_sc,134311.73
1293570292730365189_st,120768.875
1293698919678093585_sc,245544.3
1293698919678093585_st,170380.97
1295673566983281594_sc,252745.88
1295673566983281594_st,133483.9
12977391562678610_sc,248661.28
12977391562678610_st,74928.22
1299921942054010422_sc,253821.5
1299921942054010422_st,174898.27
130079406502638965_sc,253277.67
130079406502638965_st,131225.73
1301976825595357150_sc,134311.73
1301976825595357150_st,60894.254
1302737911806151146_sc,134311.73
1302737911806151146_st,119847.75
1307116007931231623_sc,246888.1
1307116007931231623_st,88378.4
1310258515916187559_sc,253033.97
1310258515916187559_st,236535.39
1311716395227719150_sc,134311.73
1311716395227719150_st,103490.46
1311884661988038994_sc,249991.14
1311884661988038994_st,225691.78
1313615473299479354_sc,246663.66
1313615473299479354_st,236296.64
1313764485732247479_sc,134311.73
1313764485732247479_st,174628.97
1315792885380883436_sc,134311.73
1315792885380883436_st,134735.45
1319359126470626650_sc,245051.72
1319359126470626650_st,81857.97
1319530529617838683_sc,245208.86
1319530529617838683_st,26586.426
1319647639949654011_sc,134311.73
1319647639949654011_st,70741.484
1320285155686563936_sc,255540.52
1320285155686563936_st,38720.64
1320698541748474698_sc,257814.2
1320698541748474698_st,145560.11
1321931638565151894_sc,249003.64
1321931638565151894_st,48886.06
1325299270880328289_sc,245189.88
1325299270880328289_st,149511.69
1327834472616354686_sc,134311.73
1327834472616354686_st,16040.372
1328371665987429740_sc,247200.84
1328371665987429740_st,110964.125
1334979714748379384_sc,242608.94
1334979714748379384_st,234587.78
1337817839840024265_sc,134311.73
1337817839840024265_st,75321.57
133862296273929010_sc,253592.62
133862296273929010_st,101623.22
1339357409349811507_sc,245208.86
1339357409349811507_st,169207.89
1340306399366036773_sc,248690.89
1340306399366036773_st,56429.934
134252899899870481_sc,252898.08
134252899899870481_st,236784.4
1343304896887941153_sc,134311.73
1343304896887941153_st,22961.31
1343610696446705241_sc,254064.27
1343610696446705241_st,182344.8
1343846973671863229_sc,253924.08
1343846973671863229_st,35913.934
1344094560572816090_sc,245208.86
1344094560572816090_st,166978.38
1346626463765194606_sc,134311.73
1346626463765194606_st,122489.91
1352341197795597622_sc,134311.73
1352341197795597622_st,118926.91
135238190226173630_sc,253592.62
135238190226173630_st,284419.16
1353263670976574129_sc,256107.38
1353263670976574129_st,47764.445
13538278622181869_sc,252563.52
13538278622181869_st,139566.3
1357410736932166810_sc,254517.12
1357410736932166810_st,92880.42
1358413347723403971_sc,134311.73
1358413347723403971_st,119847.75
1362414875645754903_sc,256107.38
1362414875645754903_st,48493.723
1363698198585598240_sc,246663.66
1363698198585598240_st,239373.47
1364647366087403809_sc,253592.62
1364647366087403809_st,176342.27
1368635821614525643_sc,134311.73
1368635821614525643_st,119847.75
1368648383437916310_sc,251478.5
1368648383437916310_st,158025.52
1377832923059903066_sc,254064.27
1377832923059903066_st,20653.63
1379699859413237664_sc,256107.38
1379699859413237664_st,167498.12
1380962370594749522_sc,247011.66
1380962370594749522_st,129254.22
1382829534454032345_sc,254613.69
1382829534454032345_st,235628.23
1385715509195499069_sc,134311.73
1385715509195499069_st,23268.65
1387114378850828264_sc,134311.73
1387114378850828264_st,40581.984
1389885607828963485_sc,134311.73
1389885607828963485_st,58653.027
1394811243445482525_sc,134311.73
1394811243445482525_st,132819.12
1395269098318536492_sc,255132.83
1395269098318536492_st,150530.89
1400075890161845268_sc,134311.73
1400075890161845268_st,121751.95
1400708258671251084_sc,254748.33
1400708258671251084_st,56030.418
1401236653722021257_sc,252745.88
1401236653722021257_st,228076.64
1404411859457035750_sc,256571.1
1404411859457035750_st,115080.14
1404448451510586910_sc,256107.38
1404448451510586910_st,61305.805
1405078374337581334_sc,255728.72
1405078374337581334_st,85558.52
1405787563688548883_sc,255728.72
1405787563688548883_st,171200.3
1405946286287450031_sc,134311.73
1405946286287450031_st,35647.992
1407405697773200982_sc,255002.7
1407405697773200982_st,147997.22
1409860811222483843_sc,257814.2
1409860811222483843_st,130293.21
1410718164519785502_sc,254594.17
1410718164519785502_st,68948.85
141185236309213124_sc,256107.38
141185236309213124_st,55045.12
1414751606152167615_sc,134311.73
1414751606152167615_st,203456.08
1415274408925640121_sc,243584.36
1415274408925640121_st,164449.34
1416278477638614719_sc,134311.73
1416278477638614719_st,65662.87
1419354839057038471_sc,252949.53
1419354839057038471_st,160070.42
1432518504296468150_sc,252901.31
1432518504296468150_st,165975.45
1435877564557012951_sc,255132.83
1435877564557012951_st,153089.89
143620778860167232_sc,255132.83
143620778860167232_st,166656.19
1437959286938859386_sc,254069.86
1437959286938859386_st,227319.97
1437969918229546366_sc,240453.97
1437969918229546366_st,232624.88
1440198406831417758_sc,254064.27
1440198406831417758_st,166284.77
1442246240574869187_sc,245544.3
1442246240574869187_st,22121.452999999998
1443196661695947486_sc,253181.52
1443196661695947486_st,41697.66
144510415764152026_sc,247011.66
144510415764152026_st,142753.45
1448251469825515781_sc,253936.27
1448251469825515781_st,74647.9
144858825658199154_sc,252898.08
144858825658199154_st,123864.45
1448618883257823284_sc,134311.73
1448618883257823284_st,99364.38
1455406734324235174_sc,243710.39
1455406734324235174_st,70457.56
1456159922209789941_sc,254050.88
1456159922209789941_st,231567.62
1458575463379897371_sc,134311.73
1458575463379897371_st,24738.132999999998
146206268035953838_sc,134311.73
146206268035953838_st,30724.803
1462310992362977115_sc,134311.73
1462310992362977115_st,192426.2
1462631094364743739_sc,255033.19
1462631094364743739_st,121161.26
1462900288741887152_sc,245877.11
1462900288741887152_st,120816.51
146349373354039130_sc,251432.44
146349373354039130_st,120557.76
1463737277041413876_sc,134311.73
1463737277041413876_st,164890.7
1466387357519076668_sc,244860.86
1466387357519076668_st,41825.99
1469112136497229420_sc,134311.73
1469112136497229420_st,107889.234
1469891437001939430_sc,254668.25
1469891437001939430_st,93753.17
1471369522643687852_sc,253973.7
1471369522643687852_st,188951.67
1474374544316597063_sc,253538.06
1474374544316597063_st,231948.22
1474838723237605457_sc,241246.16
1474838723237605457_st,165006.75
1477883150977764521_sc,255728.72
1477883150977764521_st,168725.73
1479681329485066994_sc,242762.17
1479681329485066994_st,7757.116999999999
148388802174309925_sc,134311.73
148388802174309925_st,80218.875
1484551776661218764_sc,254064.27
1484551776661218764_st,2174.3979999999997
1485566267036074672_sc,255709.73
1485566267036074672_st,238235.05
1485585519590186498_sc,134311.73
1485585519590186498_st,98746.016
1485710806967558837_sc,134311.73
1485710806967558837_st,89301.1
1490775021605137609_sc,134311.73
1490775021605137609_st,191251.73
149145192403446337_sc,134311.73
149145192403446337_st,191373.62
1491766937226493605_sc,134311.73
1491766937226493605_st,119847.75
1495680085352673226_sc,253954.19
1495680085352673226_st,164064.45
1496724042025426431_sc,134311.73
1496724042025426431_st,35751.19
1497128270570315821_sc,254856.45
1497128270570315821_st,167019.36
1503622930668825341_sc,243846.08
1503622930668825341_st,92435.54
1505582288748773676_sc,257675.77
1505582288748773676_st,149558.7
1505707263781865790_sc,248709.88
1505707263781865790_st,122501.94
1507725753842469617_sc,134311.73
1507725753842469617_st,76743.59
1509545633114961619_sc,134311.73
1509545633114961619_st,119847.75
1513880118499895475_sc,134311.73
1513880118499895475_st,191115.55
151719194698470862_sc,256107.38
151719194698470862_st,162887.98
1519771825716243940_sc,252563.52
1519771825716243940_st,132470.61
1521407447410849866_sc,256107.38
1521407447410849866_st,181302.48
1522064661862584327_sc,255709.73
1522064661862584327_st,155690.83
1522174467525920419_sc,134311.73
1522174467525920419_st,98157.72
1522517226455603717_sc,248709.88
1522517226455603717_st,228568.58
1526533209361572178_sc,253144.08
1526533209361572178_st,230518.34
1526589386802120877_sc,243584.36
1526589386802120877_st,236379.81
1532920640971142763_sc,252800.44
1532920640971142763_st,60518.492
1535179488604428892_sc,134311.73
1535179488604428892_st,119847.75
1540895757038675521_sc,246219.47
1540895757038675521_st,135560.14
1541360754262871055_sc,134311.73
1541360754262871055_st,119847.75
1541943482926064403_sc,253538.06
1541943482926064403_st,132870.84
1542252940507519186_sc,134311.73
1542252940507519186_st,119847.75
1544952069069412264_sc,134311.73
1544952069069412264_st,119847.75
1546380888258110620_sc,255002.7
1546380888258110620_st,119847.75
1552048892636076688_sc,256107.38
1552048892636076688_st,146422.23
1554217736630697432_sc,134311.73
1554217736630697432_st,135832.45
1557657670234529677_sc,134311.73
1557657670234529677_st,119847.75
1559985950264706026_sc,244860.86
1559985950264706026_st,177942.48
1563149421968177217_sc,246992.67
1563149421968177217_st,236576.44
1568239518763418505_sc,254936.53
1568239518763418505_st,163563.45
1571815441379711120_sc,134311.73
1571815441379711120_st,82004.34
1572073024204691574_sc,134311.73
1572073024204691574_st,174085.16
15755635624013585_sc,134311.73
15755635624013585_st,116044.51
1578493458135285912_sc,247011.66
1578493458135285912_st,98803.62
1579648092439095955_sc,134311.73
1579648092439095955_st,119847.75
1582245318038800705_sc,247550.11
1582245318038800705_st,67805.8
1585273182248364632_sc,253954.19
1585273182248364632_st,237974.6
1586011569157541229_sc,245208.86
1586011569157541229_st,230960.95
1586308550876044716_sc,134311.73
1586308550876044716_st,119847.75
15864059592995091_sc,256107.38
15864059592995091_st,110743.91
158642282115857939_sc,246171.73
158642282115857939_st,41644.027
1587423418122753177_sc,256017.75
1587423418122753177_st,39899.418
1592232433995993602_sc,252745.88
1592232433995993602_st,161605.81
1593315082014178993_sc,134311.73
1593315082014178993_st,76917.28
1594304834872461088_sc,243584.36
1594304834872461088_st,48698.703
1595135091194264808_sc,134311.73
1595135091194264808_st,119847.75
1595181852111961835_sc,134311.73
1595181852111961835_st,81356.1
1598279014358140630_sc,134311.73
1598279014358140630_st,173266.69
1609139111614355686_sc,254216.47
1609139111614355686_st,172168.7
1609275904163020719_sc,248690.89
1609275904163020719_st,104975.195
1609949567718682385_sc,245877.11
1609949567718682385_st,65214.273
1610107188799256895_sc,134311.73
1610107188799256895_st,25892.365
1610494654440971107_sc,134311.73
1610494654440971107_st,52692.293
1610631182235861036_sc,134311.73
1610631182235861036_st,130236.83
1610830018249632088_sc,248709.88
1610830018249632088_st,108194.8
1619005863892213340_sc,249003.64
1619005863892213340_st,116640.04
1620044022477258303_sc,253277.67
1620044022477258303_st,162867.8
162252644031331242_sc,134311.73
162252644031331242_st,119847.75
1624621636247371157_sc,134311.73
1624621636247371157_st,167161.88
1624675199747986180_sc,253144.08
1624675199747986180_st,155715.42
1625527770358623312_sc,255915.94
1625527770358623312_st,55582.92
1626122822972650492_sc,134311.73
1626122822972650492_st,141946.22
1626240234331226893_sc,249003.64
1626240234331226893_st,46722.695
1628314475685116126_sc,252745.88
1628314475685116126_st,174488.36
1631312698088948141_sc,134311.73
1631312698088948141_st,51620.18
1632976817520709726_sc,247933.08
1632976817520709726_st,-32930.28
1634650407908315198_sc,257675.77
1634650407908315198_st,119847.75
1634912018741747313_sc,250074.42
1634912018741747313_st,228180.98
1635806999972794207_sc,254069.86
1635806999972794207_st,103484.445
1638155133101635232_sc,134311.73
1638155133101635232_st,89021.49
1640419309626397644_sc,134311.73
1640419309626397644_st,144142.33
1644684818861378247_sc,134311.73
1644684818861378247_st,61868.0
1645117383971795261_sc,244173.9
1645117383971795261_st,228878.2
1645448724794614846_sc,242608.94
1645448724794614846_st,235807.44
1646244151176203402_sc,134311.73
1646244151176203402_st,26348.908
1647303115721594711_sc,134311.73
1647303115721594711_st,119847.75
1648484391049043683_sc,134311.73
1648484391049043683_st,134745.11
1649462786324867670_sc,255728.72
1649462786324867670_st,32931.457
1649470682218050050_sc,256194.08
1649470682218050050_st,238188.48
165054203039707364_sc,255728.72
165054203039707364_st,235848.53
1651298545102448143_sc,253693.5
1651298545102448143_st,122933.54
1652973856044692882_sc,254216.47
1652973856044692882_st,17658.09
1654414320062233188_sc,248709.88
1654414320062233188_st,174938.66
1654931404191930561_sc,255386.36
1654931404191930561_st,171683.6
1656202871077543672_sc,134311.73
1656202871077543672_st,116412.38
166111167582199775_sc,249384.02
166111167582199775_st,88023.29
1672980903727097060_sc,256788.2
1672980903727097060_st,130573.53
1675618435344112751_sc,134311.73
1675618435344112751_st,119847.75
167645149541424501_sc,253666.06
167645149541424501_st,175912.06
1676599343673733996_sc,134311.73
1676599343673733996_st,117632.96
1677397424183807063_sc,253720.62
1677397424183807063_st,225482.11
1678574764210748596_sc,242762.17
1678574764210748596_st,80410.85
1680454818764604919_sc,134311.73
1680454818764604919_st,169240.23
1683583979368839453_sc,255709.73
1683583979368839453_st,183592.36
1683636821685901692_sc,255126.5
1683636821685901692_st,233423.84
1683915131500129075_sc,134311.73
1683915131500129075_st,166063.1
1686771719211427260_sc,134311.73
1686771719211427260_st,98393.76
1686829829798908901_sc,254649.27
1686829829798908901_st,8016.422
1688759174245788636_sc,253538.06
1688759174245788636_st,227132.67
1689253659802783461_sc,245189.88
1689253659802783461_st,115552.73
1694964200543302757_sc,231198.3
1694964200543302757_st,68802.58
1695017415660355067_sc,134311.73
1695017415660355067_st,70279.555
1695705421328710963_sc,134311.73
1695705421328710963_st,45259.335999999996
169673203379774697_sc,243053.89
169673203379774697_st,152318.77
1697296672196475600_sc,255132.83
1697296672196475600_st,31848.257999999998
1698798402698483317_sc,134311.73
1698798402698483317_st,119847.75
1705620787460316875_sc,244173.9
1705620787460316875_st,76769.336
1706216513788387104_sc,252544.53
1706216513788387104_st,181644.53
1706794130450981051_sc,257675.77
1706794130450981051_st,125058.484
1713284802794931603_sc,254668.25
1713284802794931603_st,142134.12
1713575180422828175_sc,254512.81
1713575180422828175_st,187727.2
1717184228785145942_sc,255126.5
1717184228785145942_st,-4772.861
171749671026400972_sc,242762.17
171749671026400972_st,74171.516
1718964734813976566_sc,134311.73
1718964734813976566_st,183776.0
1722479355356580286_sc,134311.73
1722479355356580286_st,159687.1
1725593100682031672_sc,134311.73
1725593100682031672_st,164980.94
1726159899784033460_sc,254789.52
1726159899784033460_st,12498.987
1727911413674128214_sc,254746.38
1727911413674128214_st,183339.86
173037676676551667_sc,254458.25
173037676676551667_st,16749.74
1739185427561011002_sc,256107.38
1739185427561011002_st,100668.18
1744539208349624912_sc,255002.7
1744539208349624912_st,78858.7
1747750927337388419_sc,255198.16
1747750927337388419_st,226000.02
1749586132256864259_sc,243053.89
1749586132256864259_st,224423.7
1750509480206635901_sc,254649.27
1750509480206635901_st,62747.684
1753408082039589793_sc,134311.73
1753408082039589793_st,80385.36
1755590351975453126_sc,134311.73
1755590351975453126_st,119847.75
1757046249254925892_sc,245128.86
1757046249254925892_st,91160.375
1760218743715819964_sc,244438.38
1760218743715819964_st,210366.0
1762685240275022546_sc,134311.73
1762685240275022546_st,142523.08
1767794950631940094_sc,134311.73
1767794950631940094_st,127146.35
1771567713554989316_sc,246407.58
1771567713554989316_st,177897.64
1772473992019353562_sc,134311.73
1772473992019353562_st,69771.96
1773819382540812845_sc,244947.14
1773819382540812845_st,66420.52
1773915170564860290_sc,254668.25
1773915170564860290_st,111965.19
1775266247906490790_sc,254936.53
1775266247906490790_st,229753.48
1775645446409162865_sc,243053.89
1775645446409162865_st,76849.836
1775994821130557970_sc,134311.73
1775994821130557970_st,174573.86
1777544475982403949_sc,254216.47
1777544475982403949_st,175352.6
177763697089045655_sc,134311.73
177763697089045655_st,119847.75
1778869005371293300_sc,134311.73
1778869005371293300_st,89749.13
1780314763292967611_sc,134311.73
1780314763292967611_st,119847.75
178544424334431823_sc,254837.47
178544424334431823_st,189409.66
1789841881668483637_sc,134311.73
1789841881668483637_st,77822.43
1792243691856810494_sc,255386.36
1792243691856810494_st,110759.63
1797028790104146357_sc,246570.3
1797028790104146357_st,-28371.327999999998
1798721392514212467_sc,134311.73
1798721392514212467_st,90904.41
1806958712697643218_sc,245208.86
1806958712697643218_st,154326.23
1808715223128678254_sc,246219.47
1808715223128678254_st,82405.086
180882581523820142_sc,256788.2
180882581523820142_st,23197.701
1809952979724556615_sc,134311.73
1809952979724556615_st,186098.39
181023401587164211_sc,134311.73
181023401587164211_st,142544.38
1810262579726032935_sc,246749.94
1810262579726032935_st,38632.43
1811128871539049095_sc,254064.27
1811128871539049095_st,98517.54
181115609249034320_sc,253639.14
181115609249034320_st,99758.766
1812435133471161757_sc,252898.08
1812435133471161757_st,78609.94
181287554825540894_sc,134311.73
181287554825540894_st,81904.64
1814218044183734085_sc,241222.72
1814218044183734085_st,226565.8
1814253183119314438_sc,252745.88
1814253183119314438_st,52309.41
1815000393443032221_sc,134311.73
1815000393443032221_st,137022.84
1816798674368617450_sc,241816.75
1816798674368617450_st,65083.402
1820344257958020005_sc,254936.53
1820344257958020005_st,10343.8545
1820733784678210604_sc,134311.73
1820733784678210604_st,65849.2
1821008560370062627_sc,134311.73
1821008560370062627_st,76551.266
1824593565274236651_sc,255367.38
1824593565274236651_st,100731.43
1825264557124125520_sc,248367.52
1825264557124125520_st,81843.69
1825774139959189158_sc,248709.88
1825774139959189158_st,178137.97
183111347855507794_sc,253821.5
183111347855507794_st,175928.4
1834561368570021624_sc,253026.08
1834561368570021624_st,193040.89
1835003644552160312_sc,134311.73
1835003644552160312_st,119847.75
1837369540178436993_sc,134311.73
1837369540178436993_st,119847.75
1838102694588906615_sc,256107.38
1838102694588906615_st,44836.297
1841885490735112196_sc,134311.73
1841885490735112196_st,119847.75
1846994645265687363_sc,134311.73
1846994645265687363_st,172302.52
1849524593912547491_sc,256107.38
1849524593912547491_st,143096.75
185033006947686423_sc,231198.3
185033006947686423_st,15726.108
1850436611440695410_sc,254594.17
1850436611440695410_st,190297.6
1853167224507825966_sc,246992.67
1853167224507825966_st,77463.51
1859101250688735203_sc,134311.73
1859101250688735203_st,119847.75
1860546415903202724_sc,134311.73
1860546415903202724_st,176402.17
186555324177091329_sc,247200.84
186555324177091329_st,70326.98
1865851711293215371_sc,254883.2
1865851711293215371_st,128665.164
1867340056699297275_sc,134311.73
1867340056699297275_st,119847.75
1867584059231149081_sc,254618.62
1867584059231149081_st,49649.08
1870804896905760683_sc,254458.25
1870804896905760683_st,136780.38
1871001050608717391_sc,254028.16
1871001050608717391_st,143508.78
1871261194571078086_sc,134311.73
1871261194571078086_st,49540.2
187130177321836551_sc,134311.73
187130177321836551_st,133439.12
1874642765722919357_sc,254856.45
1874642765722919357_st,18059.363
