ref_hash,obj
1117811498061299916_sc,134696.953125
1117811498061299916_st,167661.921875
1118296407046663101_sc,254300.5625
1118296407046663101_st,222491.671875
1119031235556320896_sc,255363.21875
1119031235556320896_st,128292.53125
11222455493472018_sc,134234.859375
11222455493472018_st,192173.296875
1123499146680162742_sc,252940.125
1123499146680162742_st,199245.25
1126070781577415060_sc,253490.90625
1126070781577415060_st,111425.140625
1126877271043713659_sc,135887.109375
1126877271043713659_st,143549.609375
1128648311587971120_sc,134234.859375
1128648311587971120_st,178828.578125
1128814228344083814_sc,134151.640625
1128814228344083814_st,157085.53125
1129766292147277557_sc,253533.03125
1129766292147277557_st,184044.0625
1131546864431701911_sc,134151.640625
1131546864431701911_st,134151.515625
1136031752303953778_sc,134696.953125
1136031752303953778_st,197750.703125
1136471390576544145_sc,134541.765625
1136471390576544145_st,196429.921875
1137626983589975828_sc,253194.34375
1137626983589975828_st,178132.859375
1145009605155104884_sc,133478.265625
1145009605155104884_st,132775.203125
1149958127364605785_sc,249068.078125
1149958127364605785_st,131690.625
1151346651469575337_sc,255317.921875
1151346651469575337_st,156533.296875
1153540947733791830_sc,135649.125
1153540947733791830_st,203058.171875
1156275031468463136_sc,135887.109375
1156275031468463136_st,143549.609375
1156694545460335017_sc,134151.640625
1156694545460335017_st,126398.53125
115885348859837276_sc,134151.640625
115885348859837276_st,137051.796875
1159207938497285892_sc,253507.953125
1159207938497285892_st,164454.5
1160971248791325717_sc,245713.65625
1160971248791325717_st,126450.921875
1161843904632575594_sc,135887.109375
1161843904632575594_st,143549.609375
1167633864786053186_sc,132306.59375
1167633864786053186_st,182314.046875
1168157541031578455_sc,134151.640625
1168157541031578455_st,142567.953125
1170926351229275807_sc,134234.859375
1170926351229275807_st,190767.21875
1175385689997483703_sc,135667.5
1175385689997483703_st,204642.4375
1175791667336060650_sc,255119.3125
1175791667336060650_st,239015.046875
1176502947759067386_sc,250531.265625
1176502947759067386_st,239448.640625
1176818370378839086_sc,130442.640625
1176818370378839086_st,131103.28125
1179211379479512284_sc,254758.78125
1179211379479512284_st,196667.484375
1186516249413150404_sc,254523.28125
1186516249413150404_st,236360.9375
1187615102176685882_sc,228959.03125
1187615102176685882_st,186238.8125
1187995611677437206_sc,134151.640625
1187995611677437206_st,134496.015625
1190424870217036395_sc,252183.53125
1190424870217036395_st,146420.546875
1191960282997642823_sc,135887.109375
1191960282997642823_st,143549.609375
1194162776830151855_sc,256109.59375
1194162776830151855_st,134625.984375
1199641757841499367_sc,247488.84375
1199641757841499367_st,136521.375
1200899806989014770_sc,244140.0625
1200899806989014770_st,237083.75
1204574205636847942_sc,254342.8125
1204574205636847942_st,124959.96875
1205014055416064598_sc,134234.859375
1205014055416064598_st,152809.359375
1206234638304930993_sc,135887.109375
1206234638304930993_st,143549.609375
1207737003178589247_sc,243902.078125
1207737003178589247_st,194913.46875
1209201922567589129_sc,133478.265625
1209201922567589129_st,185476.859375
1209266135065312559_sc,134151.640625
1209266135065312559_st,140669.84375
1209684448831341752_sc,252437.75
1209684448831341752_st,114588.3125
1216484723925399897_sc,252513.078125
1216484723925399897_st,194938.25
1216551715294982491_sc,252811.609375
1216551715294982491_st,179554.171875
122031620643150233_sc,240024.265625
122031620643150233_st,171373.515625
1225293060838887434_sc,255484.15625
1225293060838887434_st,170867.15625
1227457012435462438_sc,256430.796875
1227457012435462438_st,137918.84375
1229609562842818924_sc,132306.59375
1229609562842818924_st,188917.109375
1231413972006880331_sc,245243.234375
1231413972006880331_st,235523.953125
1232605060713570544_sc,131199.234375
1232605060713570544_st,192523.546875
1233658583417535945_sc,251627.96875
1233658583417535945_st,132909.390625
1234527712464722201_sc,247712.1875
1234527712464722201_st,199382.703125
1236618452781354742_sc,244459.0
1236618452781354742_st,154095.625
123979484119113285_sc,243249.34375
123979484119113285_st,132448.546875
1248297595627780685_sc,254212.0
1248297595627780685_st,164692.09375
125102898244387791_sc,252384.5625
125102898244387791_st,124959.007812
1251678112439909237_sc,243818.859375
1251678112439909237_st,153072.75
1251711610192393941_sc,133478.265625
1251711610192393941_st,125185.773438
1252375118134913744_sc,134151.640625
1252375118134913744_st,139327.984375
1253893505327217043_sc,134151.640625
1253893505327217043_st,167729.75
1257211796115020351_sc,134234.859375
1257211796115020351_st,189710.828125
1260244248473048882_sc,245487.59375
1260244248473048882_st,160955.0
1264022936299507076_sc,253239.640625
1264022936299507076_st,144726.96875
1265362887592424102_sc,135887.109375
1265362887592424102_st,143549.609375
126760379585103536_sc,253918.890625
126760379585103536_st,189945.765625
1268668663105484535_sc,135649.125
1268668663105484535_st,148731.40625
1268988768599406958_sc,254843.078125
1268988768599406958_st,234913.25
1269617022810318893_sc,244364.171875
1269617022810318893_st,149641.640625
12710129175666777_sc,255484.15625
12710129175666777_st,170775.53125
127181479361225903_sc,135887.109375
127181479361225903_st,143549.609375
1280782500667332514_sc,252429.859375
1280782500667332514_st,145226.421875
1281391375697256626_sc,134151.640625
1281391375697256626_st,128790.03125
1281554246271544540_sc,256192.8125
1281554246271544540_st,194478.40625
1283079572748604544_sc,245168.34375
1283079572748604544_st,139500.4375
1284329121151747079_sc,256430.796875
1284329121151747079_st,131168.09375
1286394024293955508_sc,253322.859375
1286394024293955508_st,165502.296875
12880076216702587_sc,244250.4375
12880076216702587_st,118784.140625
1289461437081782083_sc,133044.28125
1289461437081782083_st,123463.734375
1293570292730365189_sc,133589.59375
1293570292730365189_st,160703.421875
1293698919678093585_sc,246445.453125
1293698919678093585_st,190835.359375
1295673566983281594_sc,253147.078125
1295673566983281594_st,163266.3125
12977391562678610_sc,247429.984375
12977391562678610_st,143123.9375
1299921942054010422_sc,253322.859375
1299921942054010422_st,190174.46875
130079406502638965_sc,251756.484375
130079406502638965_st,172923.171875
1301976825595357150_sc,134151.640625
1301976825595357150_st,136773.625
1302737911806151146_sc,135887.109375
1302737911806151146_st,143549.609375
1307116007931231623_sc,247712.1875
1307116007931231623_st,144301.296875
1310258515916187559_sc,253981.09375
1310258515916187559_st,238460.890625
1311716395227719150_sc,134696.953125
1311716395227719150_st,149928.8125
1311884661988038994_sc,252591.8125
1311884661988038994_st,235303.609375
1313615473299479354_sc,246706.875
1313615473299479354_st,239161.15625
1313764485732247479_sc,135649.125
1313764485732247479_st,198951.109375
1315792885380883436_sc,131199.234375
1315792885380883436_st,174888.265625
1319359126470626650_sc,244244.6875
1319359126470626650_st,136591.609375
1319530529617838683_sc,244922.03125
1319530529617838683_st,129184.242188
1319647639949654011_sc,133478.265625
1319647639949654011_st,140364.21875
1320285155686563936_sc,255363.21875
1320285155686563936_st,134755.0
1320698541748474698_sc,254758.78125
1320698541748474698_st,169057.171875
1321931638565151894_sc,247854.359375
1321931638565151894_st,134387.078125
1325299270880328289_sc,244330.484375
1325299270880328289_st,191533.6875
1327834472616354686_sc,134151.640625
1327834472616354686_st,120310.03125
1328371665987429740_sc,245927.6875
1328371665987429740_st,162349.96875
1334979714748379384_sc,242556.0
1334979714748379384_st,235565.328125
1337817839840024265_sc,134151.640625
1337817839840024265_st,141975.578125
133862296273929010_sc,252940.125
133862296273929010_st,147190.75
1339357409349811507_sc,245005.25
1339357409349811507_st,183965.3125
1340306399366036773_sc,249176.765625
1340306399366036773_st,135002.078125
134252899899870481_sc,253812.109375
134252899899870481_st,233651.421875
1343304896887941153_sc,133044.28125
1343304896887941153_st,129534.914062
1343610696446705241_sc,253322.859375
1343610696446705241_st,200728.59375
1343846973671863229_sc,251294.609375
1343846973671863229_st,127343.960938
1344094560572816090_sc,246437.890625
1344094560572816090_st,191996.15625
1346626463765194606_sc,131550.0
1346626463765194606_st,150737.125
1352341197795597622_sc,134234.859375
1352341197795597622_st,154037.359375
135238190226173630_sc,253812.109375
135238190226173630_st,233015.578125
1353263670976574129_sc,253507.953125
1353263670976574129_st,114338.875
13538278622181869_sc,252856.90625
13538278622181869_st,173923.46875
1357410736932166810_sc,253170.234375
1357410736932166810_st,144941.28125
1358413347723403971_sc,135887.109375
1358413347723403971_st,143549.609375
1362414875645754903_sc,255654.65625
1362414875645754903_st,132893.515625
1363698198585598240_sc,246149.953125
1363698198585598240_st,241863.078125
1364647366087403809_sc,252940.125
1364647366087403809_st,171618.953125
1368635821614525643_sc,135887.109375
1368635821614525643_st,143549.609375
1368648383437916310_sc,251292.796875
1368648383437916310_st,145577.140625
1377832923059903066_sc,253239.640625
1377832923059903066_st,126240.40625
1379699859413237664_sc,256109.59375
1379699859413237664_st,199613.296875
1380962370594749522_sc,247488.84375
1380962370594749522_st,176379.09375
1382829534454032345_sc,255298.015625
1382829534454032345_st,237194.234375
1385715509195499069_sc,134151.640625
1385715509195499069_st,106074.640625
1387114378850828264_sc,134151.640625
1387114378850828264_st,131259.15625
1389885607828963485_sc,134696.953125
1389885607828963485_st,128746.453125
1394811243445482525_sc,131199.234375
1394811243445482525_st,163100.265625
1395269098318536492_sc,256192.8125
1395269098318536492_st,172889.15625
1400075890161845268_sc,133127.5
1400075890161845268_st,150491.5625
1400708258671251084_sc,254260.046875
1400708258671251084_st,120968.585938
1401236653722021257_sc,253385.0625
1401236653722021257_st,235090.125
1404411859457035750_sc,254524.125
1404411859457035750_st,159181.9375
1404448451510586910_sc,256109.59375
1404448451510586910_st,135832.546875
1405078374337581334_sc,255363.21875
1405078374337581334_st,140871.6875
1405787563688548883_sc,255908.53125
1405787563688548883_st,211497.515625
1405946286287450031_sc,133044.28125
1405946286287450031_st,123988.640625
1407405697773200982_sc,252702.25
1407405697773200982_st,179342.0625
1409860811222483843_sc,255363.21875
1409860811222483843_st,161795.890625
1410718164519785502_sc,253835.671875
1410718164519785502_st,143829.234375
141185236309213124_sc,255436.21875
141185236309213124_st,127797.601562
1414751606152167615_sc,136619.671875
1414751606152167615_st,210585.046875
1415274408925640121_sc,245123.046875
1415274408925640121_st,152461.53125
1416278477638614719_sc,134151.640625
1416278477638614719_st,139220.796875
1419354839057038471_sc,253402.21875
1419354839057038471_st,191657.75
1432518504296468150_sc,250822.265625
1432518504296468150_st,197440.453125
1435877564557012951_sc,256192.8125
1435877564557012951_st,183090.8125
143620778860167232_sc,254264.546875
143620778860167232_st,202681.3125
1437959286938859386_sc,253812.109375
1437959286938859386_st,233013.671875
1437969918229546366_sc,241452.828125
1437969918229546366_st,232993.0625
1440198406831417758_sc,253322.859375
1440198406831417758_st,188081.140625
1442246240574869187_sc,246490.75
1442246240574869187_st,124277.039062
1443196661695947486_sc,252566.265625
1443196661695947486_st,112566.8125
144510415764152026_sc,244758.03125
144510415764152026_st,156331.46875
1448251469825515781_sc,253533.03125
1448251469825515781_st,134836.25
144858825658199154_sc,252940.125
144858825658199154_st,158587.859375
1448618883257823284_sc,134234.859375
1448618883257823284_st,146443.140625
1455406734324235174_sc,245440.375
1455406734324235174_st,139955.4375
1456159922209789941_sc,253713.5
1456159922209789941_st,234291.421875
1458575463379897371_sc,134151.640625
1458575463379897371_st,123809.617188
146206268035953838_sc,134151.640625
146206268035953838_st,120674.210938
1462310992362977115_sc,135667.5
1462310992362977115_st,200932.859375
1462631094364743739_sc,254433.1875
1462631094364743739_st,161877.15625
1462900288741887152_sc,243230.484375
1462900288741887152_st,165287.84375
146349373354039130_sc,251425.796875
146349373354039130_st,155533.15625
1463737277041413876_sc,133720.859375
1463737277041413876_st,201755.21875
1466387357519076668_sc,243818.859375
1466387357519076668_st,128611.953125
1469112136497229420_sc,134892.53125
1469112136497229420_st,145007.75
1469891437001939430_sc,254342.8125
1469891437001939430_st,131575.796875
1471369522643687852_sc,254426.03125
1471369522643687852_st,201096.765625
1474374544316597063_sc,253812.109375
1474374544316597063_st,234030.96875
1474838723237605457_sc,241641.890625
1474838723237605457_st,194836.828125
1477883150977764521_sc,255446.4375
1477883150977764521_st,192763.546875
1479681329485066994_sc,242493.703125
1479681329485066994_st,115951.507812
148388802174309925_sc,134696.953125
148388802174309925_st,144195.75
1484551776661218764_sc,252566.265625
1484551776661218764_st,108669.53125
1485566267036074672_sc,256646.859375
1485566267036074672_st,240657.9375
1485585519590186498_sc,133478.265625
1485585519590186498_st,146569.171875
1485710806967558837_sc,134234.859375
1485710806967558837_st,150570.59375
1490775021605137609_sc,136111.21875
1490775021605137609_st,205708.609375
149145192403446337_sc,135667.5
149145192403446337_st,203770.15625
1491766937226493605_sc,135887.109375
1491766937226493605_st,143549.609375
1495680085352673226_sc,253162.296875
1495680085352673226_st,194976.890625
1496724042025426431_sc,134151.640625
1496724042025426431_st,131580.671875
1497128270570315821_sc,254426.03125
1497128270570315821_st,196385.15625
1503622930668825341_sc,244802.828125
1503622930668825341_st,127688.890625
1505582288748773676_sc,257208.984375
1505582288748773676_st,190368.03125
1505707263781865790_sc,248440.640625
1505707263781865790_st,165459.640625
1507725753842469617_sc,134892.53125
1507725753842469617_st,145908.0
1509545633114961619_sc,135887.109375
1509545633114961619_st,143549.609375
1513880118499895475_sc,136111.21875
1513880118499895475_st,201035.015625
151719194698470862_sc,255737.875
151719194698470862_st,193958.015625
1519771825716243940_sc,252183.53125
1519771825716243940_st,152100.734375
1521407447410849866_sc,256654.90625
1521407447410849866_st,196741.375
1522064661862584327_sc,252308.40625
1522064661862584327_st,172149.421875
1522174467525920419_sc,134151.640625
1522174467525920419_st,144347.25
1522517226455603717_sc,248941.046875
1522517226455603717_st,241220.609375
1526533209361572178_sc,254194.84375
1526533209361572178_st,234910.75
1526589386802120877_sc,245489.546875
1526589386802120877_st,237975.53125
1532920640971142763_sc,252429.859375
1532920640971142763_st,147463.578125
1535179488604428892_sc,135887.109375
1535179488604428892_st,143549.609375
1540895757038675521_sc,245911.96875
1540895757038675521_st,165529.90625
1541360754262871055_sc,135887.109375
1541360754262871055_st,143549.609375
1541943482926064403_sc,252940.125
1541943482926064403_st,164453.03125
1542252940507519186_sc,135887.109375
1542252940507519186_st,143549.609375
1544952069069412264_sc,135887.109375
1544952069069412264_st,143549.609375
1546380888258110620_sc,256430.796875
1546380888258110620_st,135816.6875
1552048892636076688_sc,256109.59375
1552048892636076688_st,187921.171875
1554217736630697432_sc,135649.125
1554217736630697432_st,161408.578125
1557657670234529677_sc,135887.109375
1557657670234529677_st,143549.609375
1559985950264706026_sc,243902.078125
1559985950264706026_st,199403.125
1563149421968177217_sc,247035.3125
1563149421968177217_st,236044.65625
1568239518763418505_sc,254214.75
1568239518763418505_st,187784.859375
1571815441379711120_sc,134234.859375
1571815441379711120_st,142255.890625
1572073024204691574_sc,132306.59375
1572073024204691574_st,190168.734375
15755635624013585_sc,133127.5
15755635624013585_st,152740.828125
1578493458135285912_sc,244758.03125
1578493458135285912_st,160501.078125
1579648092439095955_sc,135887.109375
1579648092439095955_st,143549.609375
1582245318038800705_sc,245562.6875
1582245318038800705_st,133928.359375
1585273182248364632_sc,254790.875
1585273182248364632_st,237446.609375
1586011569157541229_sc,245243.234375
1586011569157541229_st,234951.8125
1586308550876044716_sc,135887.109375
1586308550876044716_st,143549.609375
15864059592995091_sc,257379.71875
15864059592995091_st,157931.890625
158642282115857939_sc,244375.78125
158642282115857939_st,135330.71875
1587423418122753177_sc,254689.84375
1587423418122753177_st,132835.9375
1592232433995993602_sc,253147.078125
1592232433995993602_st,173431.265625
1593315082014178993_sc,134151.640625
1593315082014178993_st,132456.0
1594304834872461088_sc,245168.34375
1594304834872461088_st,130162.015625
1595135091194264808_sc,135887.109375
1595135091194264808_st,143549.609375
1595181852111961835_sc,133044.28125
1595181852111961835_st,141876.84375
1598279014358140630_sc,132370.90625
1598279014358140630_st,188150.59375
1609139111614355686_sc,254297.515625
1609139111614355686_st,194828.9375
1609275904163020719_sc,249259.984375
1609275904163020719_st,154517.015625
1609949567718682385_sc,245404.375
1609949567718682385_st,132204.1875
1610107188799256895_sc,134151.640625
1610107188799256895_st,128848.078125
1610494654440971107_sc,135565.90625
1610494654440971107_st,139624.515625
1610631182235861036_sc,134151.640625
1610631182235861036_st,163399.234375
1610830018249632088_sc,249259.984375
1610830018249632088_st,172800.015625
1619005863892213340_sc,247937.578125
1619005863892213340_st,173087.578125
1620044022477258303_sc,252513.078125
1620044022477258303_st,192517.171875
162252644031331242_sc,135887.109375
162252644031331242_st,143549.609375
1624621636247371157_sc,135649.125
1624621636247371157_st,198412.984375
1624675199747986180_sc,252975.171875
1624675199747986180_st,183541.84375
1625527770358623312_sc,252107.140625
1625527770358623312_st,125608.898438
1626122822972650492_sc,133478.265625
1626122822972650492_st,167097.0625
1626240234331226893_sc,247854.359375
1626240234331226893_st,127692.601562
1628314475685116126_sc,252513.078125
1628314475685116126_st,177013.25
1631312698088948141_sc,134151.640625
1631312698088948141_st,136250.0625
1632976817520709726_sc,249744.203125
1632976817520709726_st,118510.90625
1634650407908315198_sc,257446.96875
1634650407908315198_st,142022.75
1634912018741747313_sc,252691.296875
1634912018741747313_st,228591.359375
1635806999972794207_sc,252811.609375
1635806999972794207_st,152414.890625
1638155133101635232_sc,134151.640625
1638155133101635232_st,141930.40625
1640419309626397644_sc,133127.5
1640419309626397644_st,171627.609375
1644684818861378247_sc,134151.640625
1644684818861378247_st,135572.546875
1645117383971795261_sc,244140.0625
1645117383971795261_st,236062.953125
1645448724794614846_sc,242556.0
1645448724794614846_st,237975.09375
1646244151176203402_sc,133478.265625
1646244151176203402_st,114869.851562
1647303115721594711_sc,135887.109375
1647303115721594711_st,143549.609375
1648484391049043683_sc,134696.953125
1648484391049043683_st,169466.4375
1649462786324867670_sc,255363.21875
1649462786324867670_st,131440.671875
1649470682218050050_sc,255119.3125
1649470682218050050_st,237977.546875
165054203039707364_sc,256318.421875
165054203039707364_st,237417.390625
1651298545102448143_sc,252276.203125
1651298545102448143_st,174504.640625
1652973856044692882_sc,254342.8125
1652973856044692882_st,125893.257812
1654414320062233188_sc,246445.953125
1654414320062233188_st,204378.03125
1654931404191930561_sc,255022.0625
1654931404191930561_st,196604.046875
1656202871077543672_sc,134151.640625
1656202871077543672_st,149408.859375
166111167582199775_sc,249173.0
166111167582199775_st,133327.078125
1672980903727097060_sc,255446.4375
1672980903727097060_st,177101.109375
1675618435344112751_sc,135887.109375
1675618435344112751_st,143549.609375
167645149541424501_sc,253322.859375
167645149541424501_st,199960.078125
1676599343673733996_sc,135122.1875
1676599343673733996_st,165353.21875
1677397424183807063_sc,254194.84375
1677397424183807063_st,234829.9375
1678574764210748596_sc,242493.703125
1678574764210748596_st,133756.03125
1680454818764604919_sc,132306.59375
1680454818764604919_st,186740.125
1683583979368839453_sc,255317.921875
1683583979368839453_st,204258.359375
1683636821685901692_sc,254523.28125
1683636821685901692_st,235891.875
1683915131500129075_sc,132306.59375
1683915131500129075_st,184757.34375
1686771719211427260_sc,134234.859375
1686771719211427260_st,151979.0625
1686829829798908901_sc,254342.8125
1686829829798908901_st,122561.632812
1688759174245788636_sc,253812.109375
1688759174245788636_st,237774.125
1689253659802783461_sc,244359.984375
1689253659802783461_st,151544.359375
1694964200543302757_sc,229632.40625
1694964200543302757_st,144472.171875
1695017415660355067_sc,134151.640625
1695017415660355067_st,137952.53125
1695705421328710963_sc,134151.640625
1695705421328710963_st,132719.703125
169673203379774697_sc,244459.0
169673203379774697_st,182175.25
1697296672196475600_sc,256109.59375
1697296672196475600_st,123076.859375
1698798402698483317_sc,135887.109375
1698798402698483317_st,143549.609375
1705620787460316875_sc,244375.78125
1705620787460316875_st,133526.15625
1706216513788387104_sc,252856.90625
1706216513788387104_st,204929.0
1706794130450981051_sc,257125.765625
1706794130450981051_st,173862.71875
1713284802794931603_sc,255612.9375
1713284802794931603_st,157119.734375
1713575180422828175_sc,252993.3125
1713575180422828175_st,189014.1875
1717184228785145942_sc,253239.640625
1717184228785145942_st,118894.351562
171749671026400972_sc,242493.703125
171749671026400972_st,140657.65625
1718964734813976566_sc,134696.953125
1718964734813976566_st,198106.640625
1722479355356580286_sc,133127.5
1722479355356580286_st,165011.25
1725593100682031672_sc,132306.59375
1725593100682031672_st,191095.40625
1726159899784033460_sc,253450.265625
1726159899784033460_st,105593.296875
1727911413674128214_sc,255484.15625
1727911413674128214_st,199801.890625
173037676676551667_sc,253666.6875
173037676676551667_st,128869.476562
1739185427561011002_sc,253507.953125
1739185427561011002_st,140640.203125
1744539208349624912_sc,254981.28125
1744539208349624912_st,141397.71875
1747750927337388419_sc,254265.46875
1747750927337388419_st,190237.859375
1749586132256864259_sc,244140.0625
1749586132256864259_st,233850.296875
1750509480206635901_sc,253239.640625
1750509480206635901_st,138441.484375
1753408082039589793_sc,134696.953125
1753408082039589793_st,146425.75
1755590351975453126_sc,135887.109375
1755590351975453126_st,143549.609375
1757046249254925892_sc,241646.421875
1757046249254925892_st,138731.984375
1760218743715819964_sc,237616.421875
1760218743715819964_st,195586.09375
1762685240275022546_sc,131199.234375
1762685240275022546_st,172829.375
1767794950631940094_sc,134892.53125
1767794950631940094_st,167603.8125
1771567713554989316_sc,247975.296875
1771567713554989316_st,194108.875
1772473992019353562_sc,133478.265625
1772473992019353562_st,148906.765625
1773819382540812845_sc,245171.09375
1773819382540812845_st,140208.0
1773915170564860290_sc,254426.03125
1773915170564860290_st,161870.6875
1775266247906490790_sc,253805.109375
1775266247906490790_st,216173.859375
1775645446409162865_sc,244364.171875
1775645446409162865_st,140301.953125
1775994821130557970_sc,132613.5
1775994821130557970_st,189910.828125
1777544475982403949_sc,254297.515625
1777544475982403949_st,190278.0
177763697089045655_sc,135887.109375
177763697089045655_st,143549.609375
1778869005371293300_sc,133478.265625
1778869005371293300_st,140767.515625
1780314763292967611_sc,135887.109375
1780314763292967611_st,143549.609375
178544424334431823_sc,254888.125
178544424334431823_st,215721.5625
1789841881668483637_sc,133044.28125
1789841881668483637_st,143068.828125
1792243691856810494_sc,255484.15625
1792243691856810494_st,159743.046875
1797028790104146357_sc,249068.078125
1797028790104146357_st,121220.265625
1798721392514212467_sc,133478.265625
1798721392514212467_st,145479.8125
1806958712697643218_sc,245433.65625
1806958712697643218_st,175226.609375
1808715223128678254_sc,245026.859375
1808715223128678254_st,136107.359375
180882581523820142_sc,255363.21875
180882581523820142_st,129010.226562
1809952979724556615_sc,136111.21875
1809952979724556615_st,201637.75
181023401587164211_sc,132306.59375
181023401587164211_st,161933.828125
1810262579726032935_sc,247854.359375
1810262579726032935_st,138260.5
1811128871539049095_sc,253239.640625
1811128871539049095_st,154465.1875
181115609249034320_sc,254426.03125
181115609249034320_st,157110.953125
1812435133471161757_sc,252856.90625
1812435133471161757_st,139190.34375
181287554825540894_sc,134151.640625
181287554825540894_st,135751.578125
1814218044183734085_sc,242963.578125
1814218044183734085_st,231964.234375
1814253183119314438_sc,252429.859375
1814253183119314438_st,127702.335938
1815000393443032221_sc,134234.859375
1815000393443032221_st,165286.28125
1816798674368617450_sc,240024.265625
1816798674368617450_st,146001.71875
1820344257958020005_sc,254260.046875
1820344257958020005_st,144543.21875
1820733784678210604_sc,135565.90625
1820733784678210604_st,150536.171875
1821008560370062627_sc,133478.265625
1821008560370062627_st,134793.125
1824593565274236651_sc,253918.890625
1824593565274236651_st,152306.484375
